node,new_parent,asn,experiment_id,previous_rank,new_rank,time
m3-313,m3-338,0x000003ef26,1,1762,1151,2018-05-10 13:53:23.459547
m3-313,m3-346,0x0000044128,1,1425,877,2018-05-10 13:58:37.982554
m3-313,m3-329,0x00000462d0,1,65535,4223,2018-05-10 14:00:47.194512
m3-313,m3-346,0x000004ab12,1,1476,877,2018-05-10 14:05:24.182146
m3-355,m3-358,0x000004b2bf,1,1172,621,2018-05-10 14:05:53.683146
m3-326,m3-347,0x000004bae9,1,1472,895,2018-05-10 14:06:25.039448
m3-299,m3-313,0x000004c6ab,1,1756,1242,2018-05-10 14:07:10.101565
m3-313,m3-338,0x000004cdf6,1,65535,1151,2018-05-10 14:07:38.0379
m3-299,m3-318,0x00000514fc,1,2102,1407,2018-05-10 14:12:10.487487
m3-299,m3-314,0x00000532b8,1,2962,1466,2018-05-10 14:14:04.543616
m3-325,m3-354,0x0000055839,1,1472,877,2018-05-10 14:16:28.459009
m3-313,m3-339,0x000005819e,1,1762,1133,2018-05-10 14:19:07.212201
m3-346,m3-351,0x0000059255,1,3584,877,2018-05-10 14:20:11.843759
m3-343,m3-351,0x00000592d1,1,3584,877,2018-05-10 14:20:13.704634
m3-347,m3-358,0x00000006b5,2,65535,621,2018-05-10 21:32:02.279526
m3-346,m3-358,0x0000000b14,2,65535,621,2018-05-10 21:32:19.05433
m3-351,m3-358,0x0000000b14,2,65535,621,2018-05-10 21:32:19.058731
m3-334,m3-351,0x0000000b5f,2,65535,986,2018-05-10 21:32:20.168901
m3-338,m3-334,0x0000000fbe,2,65535,1351,2018-05-10 21:32:36.970514
m3-325,m3-334,0x0000000fbe,2,65535,1351,2018-05-10 21:32:36.974728
m3-314,m3-334,0x000000133e,2,65535,1351,2018-05-10 21:32:50.362953
m3-355,m3-351,0x0000001357,2,65535,986,2018-05-10 21:32:50.750631
m3-343,m3-338,0x00000013ec,2,65535,1716,2018-05-10 21:32:52.970916
m3-335,m3-334,0x0000001481,2,65535,1351,2018-05-10 21:32:55.224201
m3-322,m3-334,0x0000001481,2,65535,1351,2018-05-10 21:32:55.226104
m3-350,m3-346,0x000000149a,2,65535,986,2018-05-10 21:32:55.584081
m3-342,m3-346,0x000000149a,2,65535,986,2018-05-10 21:32:55.585234
m3-334,m3-358,0x000000173a,2,1133,621,2018-05-10 21:33:05.754637
m3-326,m3-325,0x00000018af,2,65535,1716,2018-05-10 21:33:11.240975
m3-313,m3-325,0x00000018af,2,65535,1716,2018-05-10 21:33:11.244751
m3-354,m3-355,0x000000195d,2,65535,1351,2018-05-10 21:33:13.84553
m3-329,m3-343,0x0000001b4e,2,65535,2081,2018-05-10 21:33:21.288402
m3-318,m3-325,0x0000001c79,2,65535,1716,2018-05-10 21:33:25.758181
m3-330,m3-325,0x000000202a,2,65535,1716,2018-05-10 21:33:39.949535
m3-310,m3-325,0x000000202a,2,65535,1716,2018-05-10 21:33:39.956731
m3-339,m3-329,0x0000002075,2,65535,2446,2018-05-10 21:33:41.053839
m3-305,m3-310,0x00000025ff,2,65535,2081,2018-05-10 21:34:02.386971
m3-302,m3-310,0x00000025ff,2,65535,2081,2018-05-10 21:34:02.394095
m3-301,m3-310,0x00000025ff,2,65535,2081,2018-05-10 21:34:02.404565
m3-309,m3-318,0x000000275b,2,65535,2081,2018-05-10 21:34:07.51048
m3-306,m3-309,0x0000002c81,2,65535,2446,2018-05-10 21:34:27.265265
m3-321,m3-330,0x0000002d2f,2,65535,2081,2018-05-10 21:34:29.875699
m3-298,m3-309,0x00000032eb,2,65535,2446,2018-05-10 21:34:51.864999
m3-343,m3-358,0x00000033fd,2,1133,621,2018-05-10 21:34:56.144975
m3-299,m3-298,0x0000003540,2,65535,2811,2018-05-10 21:35:00.818534
m3-317,m3-325,0x0000003683,2,65535,1306,2018-05-10 21:35:05.672667
m3-310,m3-314,0x0000003c8a,2,1991,1395,2018-05-10 21:35:28.895372
m3-325,m3-346,0x0000003e49,2,2327,895,2018-05-10 21:35:35.569439
m3-329,m3-346,0x0000003f29,2,2065,895,2018-05-10 21:35:38.89769
m3-298,m3-317,0x000000411b,2,5336,1671,2018-05-10 21:35:46.315766
m3-338,m3-351,0x0000004165,2,1389,877,2018-05-10 21:35:47.477054
m3-334,m3-346,0x0000004a47,2,65535,895,2018-05-10 21:36:21.663891
m3-318,m3-334,0x0000004d40,2,5064,986,2018-05-10 21:36:32.958657
m3-330,m3-346,0x0000004dbc,2,1704,895,2018-05-10 21:36:34.806091
m3-335,m3-351,0x0000004f32,2,3949,877,2018-05-10 21:36:40.349096
m3-318,m3-346,0x0000005089,2,65535,916,2018-05-10 21:36:45.561168
m3-301,m3-318,0x00000050f3,2,65535,1557,2018-05-10 21:36:47.234811
m3-301,m3-317,0x00000050f3,2,65535,1671,2018-05-10 21:36:47.312495
m3-313,m3-334,0x0000005187,2,2504,986,2018-05-10 21:36:49.36722
m3-314,m3-346,0x00000051c2,2,65535,895,2018-05-10 21:36:50.159064
m3-314,m3-338,0x00000051c3,2,65535,1242,2018-05-10 21:36:50.257515
m3-314,m3-330,0x00000051c3,2,65535,1260,2018-05-10 21:36:50.329869
m3-313,m3-335,0x00000051e3,2,65535,1260,2018-05-10 21:36:50.708981
m3-322,m3-346,0x00000051ec,2,65535,895,2018-05-10 21:36:50.8307
m3-313,m3-329,0x00000051e4,2,65535,1260,2018-05-10 21:36:50.845737
m3-334,m3-325,0x00000051ee,2,65535,1242,2018-05-10 21:36:50.871768
m3-334,m3-322,0x00000051ee,2,65535,1716,2018-05-10 21:36:50.984336
m3-334,m3-335,0x00000051ef,2,65535,1716,2018-05-10 21:36:51.114811
m3-334,m3-330,0x00000051ef,2,65535,2081,2018-05-10 21:36:51.256669
m3-334,m3-339,0x00000051ef,2,65535,2811,2018-05-10 21:36:51.35976
m3-302,m3-313,0x0000005391,2,2163,1626,2018-05-10 21:36:57.192811
m3-326,m3-351,0x000000551f,2,1934,877,2018-05-10 21:37:03.216222
m3-334,m3-330,0x0000005649,2,65535,1260,2018-05-10 21:37:07.541073
m3-298,m3-318,0x0000005776,2,65535,1498,2018-05-10 21:37:12.041001
m3-310,m3-329,0x000000577c,2,65535,1260,2018-05-10 21:37:12.205592
m3-310,m3-322,0x000000577c,2,65535,1335,2018-05-10 21:37:12.29263
m3-310,m3-313,0x000000577d,2,65535,1626,2018-05-10 21:37:12.395895
m3-339,m3-358,0x00000059e2,2,1151,621,2018-05-10 21:37:21.463754
m3-309,m3-330,0x0000005b25,2,2396,1260,2018-05-10 21:37:26.24232
m3-299,m3-313,0x0000005e50,2,65535,1626,2018-05-10 21:37:38.530711
m3-298,m3-313,0x0000005eec,2,65535,1625,2018-05-10 21:37:40.712465
m3-310,m3-317,0x0000005ef3,2,65535,1671,2018-05-10 21:37:40.981139
m3-310,m3-299,0x0000005ef3,2,65535,3176,2018-05-10 21:37:41.095143
m3-305,m3-330,0x0000005fa6,2,65535,1260,2018-05-10 21:37:43.5709
m3-310,m3-313,0x000000626f,2,65535,1625,2018-05-10 21:37:54.13216
m3-299,m3-305,0x00000065b9,2,65535,2034,2018-05-10 21:38:06.87789
m3-299,m3-302,0x00000065b9,2,65535,2446,2018-05-10 21:38:06.967438
m3-318,m3-339,0x0000006715,2,65535,986,2018-05-10 21:38:12.103637
m3-305,m3-317,0x000000672c,2,65535,1671,2018-05-10 21:38:12.341717
m3-301,m3-313,0x000000679c,2,65535,1625,2018-05-10 21:38:14.028575
m3-301,m3-314,0x0000006f2a,2,65535,1625,2018-05-10 21:38:43.028195
m3-301,m3-298,0x0000006f2a,2,65535,1863,2018-05-10 21:38:43.103196
m3-326,m3-339,0x000000704f,2,65535,986,2018-05-10 21:38:47.35167
m3-326,m3-342,0x000000704f,2,65535,1151,2018-05-10 21:38:47.458129
m3-309,m3-322,0x0000007357,2,4178,1260,2018-05-10 21:38:59.007952
m3-326,m3-317,0x00000077f2,2,65535,1845,2018-05-10 21:39:16.839898
m3-326,m3-317,0x0000008123,2,65535,1845,2018-05-10 21:39:51.922158
m3-305,m3-317,0x0000008123,2,65535,1845,2018-05-10 21:39:51.950938
m3-306,m3-318,0x0000008315,2,4588,1351,2018-05-10 21:39:59.374171
