sender,asn,asn_in,seqnum,time
m3-212,0x000000c3a3,0x000000c380,42,2018-02-13 12:45:53.633703
m3-244,0x000000c3f7,0x000000c3c7,41,2018-02-13 12:45:54.883865
m3-208,0x000000c40e,0x000000c37a,42,2018-02-13 12:45:55.227846
m3-209,0x000000c471,0x000000c3cb,42,2018-02-13 12:45:56.702501
m3-216,0x000000c4d5,0x000000c3d4,43,2018-02-13 12:45:58.216111
m3-245,0x000000c4ef,0x000000c409,43,2018-02-13 12:45:58.599301
m3-253,0x000000c531,0x000000c3c9,42,2018-02-13 12:45:59.607578
m3-224,0x000000c56a,0x000000c4a1,42,2018-02-13 12:46:00.441609
m3-213,0x000000c579,0x000000c541,42,2018-02-13 12:46:00.716242
m3-217,0x000000c5ed,0x000000c551,42,2018-02-13 12:46:02.415067
m3-232,0x000000c6b8,0x000000c5b3,41,2018-02-13 12:46:05.468155
m3-236,0x000000c6c6,0x000000c632,42,2018-02-13 12:46:05.654646
m3-221,0x000000c6cb,0x000000c651,43,2018-02-13 12:46:05.724316
m3-228,0x000000c6dc,0x000000c6b9,43,2018-02-13 12:46:05.988671
m3-236,0x000000c713,0x000000c632,42,2018-02-13 12:46:06.817583
m3-229,0x000000c736,0x000000c651,42,2018-02-13 12:46:07.363673
m3-208,0x000000c7f1,0x000000c76e,43,2018-02-13 12:46:10.151381
m3-220,0x000000c84d,0x000000c77d,44,2018-02-13 12:46:11.515479
m3-209,0x000000c854,0x000000c82b,43,2018-02-13 12:46:11.614549
m3-252,0x000000c886,0x000000c712,44,2018-02-13 12:46:12.370547
m3-216,0x000000c8b8,0x000000c7a7,44,2018-02-13 12:46:13.133147
m3-225,0x000000c91b,0x000000c8bd,43,2018-02-13 12:46:14.592886
m3-212,0x000000c929,0x000000c924,43,2018-02-13 12:46:14.83609
m3-241,0x000000c931,0x000000c70a,42,2018-02-13 12:46:14.941337
m3-224,0x000000c94d,0x000000c8c8,43,2018-02-13 12:46:15.352397
m3-237,0x000000c968,0x000000c7f1,43,2018-02-13 12:46:15.755906
m3-217,0x000000c9d0,0x000000c94d,43,2018-02-13 12:46:17.328776
m3-213,0x000000ca9b,0x000000ca7d,43,2018-02-13 12:46:20.353777
m3-232,0x000000caae,0x000000c9c1,42,2018-02-13 12:46:20.644723
m3-248,0x000000caea,0x000000c6f7,41,2018-02-13 12:46:21.598445
m3-228,0x000000cb27,0x000000cac1,44,2018-02-13 12:46:22.451599
m3-244,0x000000cb86,0x000000c92e,42,2018-02-13 12:46:23.870818
m3-236,0x000000cc30,0x000000cbae,43,2018-02-13 12:46:26.413354
m3-241,0x000000cc4d,0x000000cb6e,43,2018-02-13 12:46:26.864412
m3-240,0x000000cc69,0x000000cbe3,43,2018-02-13 12:46:27.282786
m3-229,0x000000cc84,0x000000cbae,43,2018-02-13 12:46:27.695382
m3-220,0x000000cc8b,0x000000cbac,45,2018-02-13 12:46:27.802255
m3-208,0x000000cc9b,0x000000cbfb,44,2018-02-13 12:46:28.035339
m3-248,0x000000ccf0,0x000000cb02,42,2018-02-13 12:46:29.296916
m3-248,0x000000cd03,0x000000cb02,42,2018-02-13 12:46:29.600309
m3-221,0x000000cd3f,0x000000cb5a,44,2018-02-13 12:46:30.531378
m3-225,0x000000cd4b,0x000000cd12,44,2018-02-13 12:46:30.686922
m3-212,0x000000cdbe,0x000000cda6,44,2018-02-13 12:46:32.394371
m3-209,0x000000cdc5,0x000000cd10,44,2018-02-13 12:46:32.488877
m3-209,0x000000cdc8,0x000000cd10,44,2018-02-13 12:46:32.565722
m3-216,0x000000ce29,0x000000cd3e,45,2018-02-13 12:46:33.992875
m3-252,0x000000cec2,0x000000cd5a,45,2018-02-13 12:46:36.278256
m3-224,0x000000ced9,0x000000ce02,44,2018-02-13 12:46:36.627468
m3-253,0x000000cf0a,0x000000cc61,44,2018-02-13 12:46:37.369714
m3-217,0x000000cf41,0x000000ce1a,44,2018-02-13 12:46:38.19642
m3-213,0x000000cf45,0x000000cf1f,44,2018-02-13 12:46:38.262584
m3-237,0x000000cf4c,0x000000cde1,44,2018-02-13 12:46:38.340328
m3-244,0x000000cf89,0x000000cf07,43,2018-02-13 12:46:39.285114
m3-245,0x000000cfd1,0x000000cf2e,45,2018-02-13 12:46:40.348265
m3-228,0x000000d04c,0x000000d00b,45,2018-02-13 12:46:42.185331
m3-240,0x000000d050,0x000000cfc6,44,2018-02-13 12:46:42.247099
m3-232,0x000000d0d3,0x000000d017,43,2018-02-13 12:46:44.210578
m3-208,0x000000d145,0x000000d0f1,45,2018-02-13 12:46:45.931342
m3-236,0x000000d1a1,0x000000d18b,44,2018-02-13 12:46:47.290114
m3-209,0x000000d1ab,0x000000d199,45,2018-02-13 12:46:47.436462
m3-248,0x000000d1ad,0x000000cf94,43,2018-02-13 12:46:47.526352
m3-241,0x000000d1be,0x000000cffb,44,2018-02-13 12:46:47.753378
m3-225,0x000000d1f5,0x000000d1b6,45,2018-02-13 12:46:48.555959
m3-225,0x000000d1fc,0x000000d1b6,45,2018-02-13 12:46:48.66216
m3-253,0x000000d226,0x000000d0cc,45,2018-02-13 12:46:49.293507
m3-221,0x000000d261,0x000000d1a9,45,2018-02-13 12:46:50.169742
m3-224,0x000000d2a1,0x000000d245,45,2018-02-13 12:46:51.131638
m3-216,0x000000d2d3,0x000000d1da,46,2018-02-13 12:46:51.879123
m3-220,0x000000d336,0x000000d1f1,46,2018-02-13 12:46:53.362334
m3-212,0x000000d35a,0x000000d34c,45,2018-02-13 12:46:53.910518
m3-212,0x000000d368,0x000000d34c,45,2018-02-13 12:46:54.11362
m3-237,0x000000d38a,0x000000d2e6,45,2018-02-13 12:46:54.622492
m3-217,0x000000d3eb,0x000000d3b4,45,2018-02-13 12:46:56.0848
m3-213,0x000000d444,0x000000d43e,45,2018-02-13 12:46:57.419352
m3-229,0x000000d4d2,0x000000d479,45,2018-02-13 12:46:59.545348
m3-252,0x000000d4f6,0x000000d399,46,2018-02-13 12:47:00.108277
m3-228,0x000000d4fa,0x000000d4f1,46,2018-02-13 12:47:00.1956
m3-228,0x000000d511,0x000000d4f1,46,2018-02-13 12:47:00.475721
m3-208,0x000000d533,0x000000d52d,46,2018-02-13 12:47:00.999204
m3-245,0x000000d542,0x000000d4c4,46,2018-02-13 12:47:01.215606
m3-232,0x000000d590,0x000000d4c7,44,2018-02-13 12:47:02.387267
m3-241,0x000000d5a1,0x000000d488,45,2018-02-13 12:47:02.643203
m3-244,0x000000d5c1,0x000000d4b8,44,2018-02-13 12:47:03.121607
m3-221,0x000000d644,0x000000d5cb,46,2018-02-13 12:47:05.085132
m3-236,0x000000d660,0x000000d641,45,2018-02-13 12:47:05.499539
m3-240,0x000000d668,0x000000d615,45,2018-02-13 12:47:05.631008
m3-253,0x000000d6d0,0x000000d530,46,2018-02-13 12:47:07.184414
m3-248,0x000000d70b,0x000000d394,44,2018-02-13 12:47:08.064282
m3-225,0x000000d797,0x000000d787,46,2018-02-13 12:47:10.15652
m3-212,0x000000d7d9,0x000000d7d2,46,2018-02-13 12:47:11.161952
m3-209,0x000000d7e0,0x000000d75a,46,2018-02-13 12:47:11.252161
m3-224,0x000000d812,0x000000d7d9,46,2018-02-13 12:47:12.010665
m3-216,0x000000d844,0x000000d713,47,2018-02-13 12:47:12.751986
m3-220,0x000000d8a0,0x000000d807,47,2018-02-13 12:47:14.132155
m3-233,0x000000d8f4,0x000000d83a,47,2018-02-13 12:47:15.393895
m3-217,0x000000d95c,0x000000d91b,46,2018-02-13 12:47:16.953542
m3-237,0x000000d9c2,0x000000d903,46,2018-02-13 12:47:18.497833
m3-228,0x000000d9f2,0x000000d9e4,47,2018-02-13 12:47:19.22749
m3-228,0x000000da19,0x000000d9e4,47,2018-02-13 12:47:19.782849
m3-213,0x000000da27,0x000000d9c7,46,2018-02-13 12:47:19.992994
m3-248,0x000000da3a,0x000000d96b,45,2018-02-13 12:47:20.279941
m3-241,0x000000da4b,0x000000d96b,46,2018-02-13 12:47:20.537738
m3-252,0x000000da67,0x000000d993,47,2018-02-13 12:47:20.957078
m3-245,0x000000da6b,0x000000d8eb,47,2018-02-13 12:47:21.036929
m3-245,0x000000da89,0x000000d8eb,47,2018-02-13 12:47:21.534667
m3-208,0x000000da99,0x000000da69,47,2018-02-13 12:47:21.702748
m3-232,0x000000daee,0x000000da4e,45,2018-02-13 12:47:22.979261
m3-229,0x000000db0a,0x000000d9d2,46,2018-02-13 12:47:23.405788
m3-240,0x000000db7a,0x000000daeb,46,2018-02-13 12:47:25.061441
m3-221,0x000000dbb5,0x000000daca,47,2018-02-13 12:47:25.951991
m3-209,0x000000dbc3,0x000000dba3,47,2018-02-13 12:47:26.180826
m3-229,0x000000dbd1,0x000000d9d2,46,2018-02-13 12:47:26.379277
m3-253,0x000000dbd9,0x000000d9ae,47,2018-02-13 12:47:26.486025
m3-244,0x000000dbf9,0x000000daff,45,2018-02-13 12:47:26.990025
m3-216,0x000000dc27,0x000000db3a,48,2018-02-13 12:47:27.662756
m3-236,0x000000dc6e,0x000000dc1f,46,2018-02-13 12:47:28.774681
m3-225,0x000000dcec,0x000000dcdc,47,2018-02-13 12:47:30.611739
m3-212,0x000000ddae,0x000000ddab,47,2018-02-13 12:47:33.5284
m3-217,0x000000de06,0x000000de03,47,2018-02-13 12:47:34.845078
m3-213,0x000000de0a,0x000000ddc7,47,2018-02-13 12:47:34.942893
m3-220,0x000000de11,0x000000ddc3,48,2018-02-13 12:47:35.041425
m3-224,0x000000de4a,0x000000dde9,47,2018-02-13 12:47:35.868921
m3-232,0x000000ded1,0x000000de23,46,2018-02-13 12:47:37.874286
m3-220,0x000000ded8,0x000000ddc3,48,2018-02-13 12:47:37.983236
m3-220,0x000000deed,0x000000ddc3,48,2018-02-13 12:47:38.311861
m3-228,0x000000df03,0x000000dec4,48,2018-02-13 12:47:38.623128
m3-245,0x000000df5d,0x000000de70,48,2018-02-13 12:47:39.974639
m3-245,0x000000df63,0x000000de70,48,2018-02-13 12:47:40.088204
m3-232,0x000000df98,0x000000de23,46,2018-02-13 12:47:40.867324
m3-240,0x000000dfbc,0x000000df7c,47,2018-02-13 12:47:41.451646
m3-244,0x000000dfdc,0x000000dfa8,46,2018-02-13 12:47:41.896227
m3-233,0x000000dff3,0x000000dd91,48,2018-02-13 12:47:42.236822
m3-237,0x000000dffa,0x000000defd,47,2018-02-13 12:47:42.332028
m3-208,0x000000e00a,0x000000df8e,48,2018-02-13 12:47:42.571413
m3-248,0x000000e05f,0x000000ddbb,46,2018-02-13 12:47:43.854913
m3-229,0x000000e07b,0x000000dfc2,47,2018-02-13 12:47:44.271271
m3-241,0x000000e083,0x000000debe,47,2018-02-13 12:47:44.399509
m3-252,0x000000e09f,0x000000de96,48,2018-02-13 12:47:44.800953
m3-253,0x000000e0eb,0x000000df77,48,2018-02-13 12:47:45.938961
m3-221,0x000000e126,0x000000e0cc,48,2018-02-13 12:47:46.83489
m3-209,0x000000e134,0x000000e0e3,48,2018-02-13 12:47:47.02591
m3-216,0x000000e198,0x000000e06c,49,2018-02-13 12:47:48.544948
m3-253,0x000000e1b2,0x000000df77,48,2018-02-13 12:47:48.916685
m3-236,0x000000e1b8,0x000000e15d,47,2018-02-13 12:47:49.028114
m3-225,0x000000e1df,0x000000e1bb,48,2018-02-13 12:47:49.598944
m3-233,0x000000e248,0x000000e173,49,2018-02-13 12:47:51.177292
m3-228,0x000000e2d8,0x000000e2a0,49,2018-02-13 12:47:53.341459
m3-212,0x000000e2f4,0x000000e2f1,48,2018-02-13 12:47:53.755205
m3-252,0x000000e2f8,0x000000e27c,49,2018-02-13 12:47:53.830423
m3-232,0x000000e37b,0x000000e2a4,47,2018-02-13 12:47:55.781793
m3-220,0x000000e382,0x000000e35f,49,2018-02-13 12:47:55.87628
m3-213,0x000000e3ca,0x000000e3bd,48,2018-02-13 12:47:57.011416
m3-217,0x000000e43e,0x000000e39a,48,2018-02-13 12:47:58.710358
m3-240,0x000000e466,0x000000e39a,48,2018-02-13 12:47:59.280199
m3-224,0x000000e482,0x000000e3dc,48,2018-02-13 12:47:59.712621
m3-208,0x000000e4b4,0x000000e43f,49,2018-02-13 12:48:00.458815
m3-245,0x000000e4ce,0x000000e3db,49,2018-02-13 12:48:00.845728
m3-221,0x000000e509,0x000000e4a2,49,2018-02-13 12:48:01.741766
m3-229,0x000000e525,0x000000e4e3,48,2018-02-13 12:48:02.159322
m3-241,0x000000e52d,0x000000e4c3,48,2018-02-13 12:48:02.328411
m3-244,0x000000e54d,0x000000e4b8,47,2018-02-13 12:48:02.741252
m3-237,0x000000e564,0x000000e525,48,2018-02-13 12:48:03.098149
m3-253,0x000000e595,0x000000e454,49,2018-02-13 12:48:03.84681
m3-225,0x000000e59b,0x000000e58d,49,2018-02-13 12:48:03.951378
m3-237,0x000000e5c2,0x000000e525,48,2018-02-13 12:48:04.518974
m3-248,0x000000e5d0,0x000000e40a,47,2018-02-13 12:48:04.72293
m3-209,0x000000e5de,0x000000e527,49,2018-02-13 12:48:04.936142
m3-229,0x000000e62b,0x000000e4e3,48,2018-02-13 12:48:06.079992
m3-216,0x000000e642,0x000000e58c,50,2018-02-13 12:48:06.429196
m3-212,0x000000e715,0x000000e708,49,2018-02-13 12:48:09.587943
m3-233,0x000000e7b9,0x000000e5e9,50,2018-02-13 12:48:12.047968
m3-236,0x000000e7ea,0x000000e79f,48,2018-02-13 12:48:12.775443
m3-232,0x000000e825,0x000000e7c1,48,2018-02-13 12:48:13.678632
m3-228,0x000000e849,0x000000e7fe,50,2018-02-13 12:48:14.192883
m3-252,0x000000e869,0x000000e792,50,2018-02-13 12:48:14.699815
m3-245,0x000000e8b1,0x000000e7b4,50,2018-02-13 12:48:15.762111
m3-224,0x000000e92c,0x000000e8c6,49,2018-02-13 12:48:17.623187
m3-244,0x000000e930,0x000000e91f,48,2018-02-13 12:48:17.730825
m3-208,0x000000e95e,0x000000e949,50,2018-02-13 12:48:18.360246
m3-217,0x000000e9af,0x000000e99f,49,2018-02-13 12:48:19.579836
m3-221,0x000000e9b3,0x000000e8e0,50,2018-02-13 12:48:19.642799
m3-220,0x000000e9ba,0x000000e83e,50,2018-02-13 12:48:19.729828
m3-209,0x000000e9c1,0x000000e975,50,2018-02-13 12:48:19.829254
m3-240,0x000000e9d7,0x000000e929,49,2018-02-13 12:48:20.155862
m3-213,0x000000ea02,0x000000e9df,49,2018-02-13 12:48:20.864215
m3-220,0x000000ea0e,0x000000e83e,50,2018-02-13 12:48:20.992162
m3-229,0x000000ea96,0x000000e9d6,49,2018-02-13 12:48:23.048226
m3-212,0x000000eae5,0x000000eae0,50,2018-02-13 12:48:24.21848
m3-216,0x000000eaec,0x000000e9b4,51,2018-02-13 12:48:24.339522
m3-253,0x000000eb06,0x000000e99f,50,2018-02-13 12:48:24.708319
m3-241,0x000000eb73,0x000000e961,49,2018-02-13 12:48:26.341258
m3-233,0x000000eb9c,0x000000ea6c,51,2018-02-13 12:48:26.94733
m3-237,0x000000eba3,0x000000ead5,49,2018-02-13 12:48:27.052056
m3-225,0x000000ebfa,0x000000ebc4,50,2018-02-13 12:48:28.391417
m3-237,0x000000ec0f,0x000000ead5,49,2018-02-13 12:48:28.669725
m3-237,0x000000ec24,0x000000ead5,49,2018-02-13 12:48:29.009698
m3-237,0x000000ec63,0x000000ead5,49,2018-02-13 12:48:29.982399
m3-236,0x000000ecc1,0x000000ec3d,49,2018-02-13 12:48:31.349273
m3-228,0x000000ecf3,0x000000ec96,51,2018-02-13 12:48:32.085841
m3-252,0x000000ed0f,0x000000ec7f,51,2018-02-13 12:48:32.512792
m3-208,0x000000ed41,0x000000ed28,51,2018-02-13 12:48:33.263058
m3-232,0x000000ed96,0x000000ecef,49,2018-02-13 12:48:34.532659
m3-221,0x000000eda9,0x000000ed1d,51,2018-02-13 12:48:34.833197
m3-244,0x000000eddc,0x000000ed62,49,2018-02-13 12:48:35.576388
m3-245,0x000000ee22,0x000000ed81,51,2018-02-13 12:48:36.635258
m3-217,0x000000ee59,0x000000ee3f,50,2018-02-13 12:48:37.458925
m3-220,0x000000ee64,0x000000ede3,51,2018-02-13 12:48:37.609162
m3-229,0x000000ee79,0x000000ee5a,50,2018-02-13 12:48:37.93294
m3-213,0x000000eeac,0x000000ee9a,50,2018-02-13 12:48:38.752154
m3-209,0x000000ef32,0x000000ef11,51,2018-02-13 12:48:40.699942
m3-240,0x000000ef48,0x000000eeea,50,2018-02-13 12:48:41.063728
m3-224,0x000000ef64,0x000000eee6,50,2018-02-13 12:48:41.458125
m3-237,0x000000ef7f,0x000000ef41,50,2018-02-13 12:48:41.853974
m3-216,0x000000f05d,0x000000efc5,52,2018-02-13 12:48:45.196891
m3-241,0x000000f0d6,0x000000efab,50,2018-02-13 12:48:46.993236
m3-212,0x000000f0f2,0x000000f0eb,51,2018-02-13 12:48:47.421338
m3-225,0x000000f122,0x000000f11a,51,2018-02-13 12:48:48.141809
m3-216,0x000000f124,0x000000efc5,52,2018-02-13 12:48:48.218616
m3-253,0x000000f13e,0x000000ef21,51,2018-02-13 12:48:48.551
m3-236,0x000000f144,0x000000f121,50,2018-02-13 12:48:48.673907
m3-232,0x000000f179,0x000000f0f1,50,2018-02-13 12:48:49.446366
m3-228,0x000000f19d,0x000000f194,52,2018-02-13 12:48:49.972131
m3-252,0x000000f1b9,0x000000f112,52,2018-02-13 12:48:50.426403
m3-244,0x000000f1bd,0x000000f194,50,2018-02-13 12:48:50.494323
m3-244,0x000000f1bf,0x000000f194,50,2018-02-13 12:48:50.630725
m3-233,0x000000f1d4,0x000000f0a7,52,2018-02-13 12:48:50.802212
m3-221,0x000000f240,0x000000f142,52,2018-02-13 12:48:52.434304
m3-229,0x000000f25e,0x000000f232,51,2018-02-13 12:48:52.878342
m3-244,0x000000f284,0x000000f194,50,2018-02-13 12:48:53.467427
m3-208,0x000000f2b2,0x000000f1ff,52,2018-02-13 12:48:54.132094
m3-220,0x000000f30e,0x000000f28d,52,2018-02-13 12:48:55.527244
m3-220,0x000000f323,0x000000f28d,52,2018-02-13 12:48:55.820817
m3-245,0x000000f347,0x000000f270,52,2018-02-13 12:48:56.377531
m3-213,0x000000f3e1,0x000000f3d9,51,2018-02-13 12:48:58.670396
m3-233,0x000000f429,0x000000f0a7,52,2018-02-13 12:48:59.749686
m3-240,0x000000f45a,0x000000f41d,51,2018-02-13 12:49:00.484946
m3-217,0x000000f491,0x000000f3d5,51,2018-02-13 12:49:01.310222
m3-241,0x000000f4b9,0x000000f3f1,51,2018-02-13 12:49:01.905796
m3-216,0x000000f507,0x000000f443,53,2018-02-13 12:49:03.079074
m3-225,0x000000f521,0x000000f517,52,2018-02-13 12:49:03.47135
m3-209,0x000000f56a,0x000000f445,52,2018-02-13 12:49:04.552848
m3-241,0x000000f580,0x000000f3f1,51,2018-02-13 12:49:04.914757
m3-241,0x000000f59c,0x000000f3f1,51,2018-02-13 12:49:05.325604
m3-224,0x000000f5a0,0x000000f4ab,51,2018-02-13 12:49:05.416823
m3-233,0x000000f5b7,0x000000f4e1,53,2018-02-13 12:49:05.718466
m3-237,0x000000f5be,0x000000f4c1,51,2018-02-13 12:49:05.825393
m3-237,0x000000f5e8,0x000000f4c1,51,2018-02-13 12:49:06.45147
m3-236,0x000000f615,0x000000f5fa,51,2018-02-13 12:49:07.128565
m3-228,0x000000f647,0x000000f61c,53,2018-02-13 12:49:07.862794
m3-212,0x000000f67e,0x000000f66f,52,2018-02-13 12:49:08.70038
m3-253,0x000000f6af,0x000000f4e9,52,2018-02-13 12:49:09.440189
m3-252,0x000000f72e,0x000000f689,53,2018-02-13 12:49:11.351525
m3-244,0x000000f74c,0x000000f68a,51,2018-02-13 12:49:11.774478
m3-232,0x000000f7b1,0x000000f631,51,2018-02-13 12:49:13.29474
m3-232,0x000000f7c4,0x000000f631,51,2018-02-13 12:49:13.589628
m3-220,0x000000f7cd,0x000000f6ed,53,2018-02-13 12:49:13.736781
m3-245,0x000000f83d,0x000000f75e,53,2018-02-13 12:49:15.425056
m3-217,0x000000f874,0x000000f7d6,52,2018-02-13 12:49:16.221485
m3-221,0x000000f878,0x000000f79f,53,2018-02-13 12:49:16.297471
m3-229,0x000000f894,0x000000f85f,52,2018-02-13 12:49:16.691268
m3-213,0x000000f8c7,0x000000f89f,52,2018-02-13 12:49:17.51961
m3-208,0x000000f8ea,0x000000f84b,53,2018-02-13 12:49:18.000004
m3-241,0x000000f963,0x000000f8e1,52,2018-02-13 12:49:19.807434
m3-224,0x000000f97f,0x000000f911,52,2018-02-13 12:49:20.223459
m3-237,0x000000f9a1,0x000000f8b5,52,2018-02-13 12:49:20.732781
m3-209,0x000000fa14,0x000000f9fc,53,2018-02-13 12:49:22.448317
m3-240,0x000000fa2a,0x000000f9c6,52,2018-02-13 12:49:22.773826
m3-240,0x000000fa38,0x000000f9c6,52,2018-02-13 12:49:22.995324
m3-216,0x000000fa78,0x000000f984,54,2018-02-13 12:49:23.955316
m3-253,0x000000fa92,0x000000f90a,53,2018-02-13 12:49:24.343365
m3-236,0x000000fabf,0x000000fa81,52,2018-02-13 12:49:25.023395
m3-228,0x000000fb0d,0x000000faf4,54,2018-02-13 12:49:26.188124
m3-225,0x000000fb59,0x000000fb52,53,2018-02-13 12:49:27.330295
m3-212,0x000000fb9b,0x000000fb89,53,2018-02-13 12:49:28.313135
m3-252,0x000000fbd4,0x000000fad3,54,2018-02-13 12:49:29.17348
m3-245,0x000000fc20,0x000000fb80,54,2018-02-13 12:49:30.307566
m3-232,0x000000fc5b,0x000000fb0c,52,2018-02-13 12:49:31.18865
m3-220,0x000000fc62,0x000000fc1b,54,2018-02-13 12:49:31.2873
m3-213,0x000000fd35,0x000000fd27,53,2018-02-13 12:49:34.470137
m3-224,0x000000fd62,0x000000fd28,53,2018-02-13 12:49:35.137234
m3-244,0x000000fd66,0x000000fcad,52,2018-02-13 12:49:35.233494
m3-217,0x000000fde5,0x000000fd27,53,2018-02-13 12:49:37.094116
m3-221,0x000000fde9,0x000000fd53,54,2018-02-13 12:49:37.167503
m3-229,0x000000fe05,0x000000fdd1,53,2018-02-13 12:49:37.582091
m3-240,0x000000fe0d,0x000000fde9,53,2018-02-13 12:49:37.735926
m3-233,0x000000fe44,0x000000fadc,54,2018-02-13 12:49:38.553798
m3-208,0x000000fe5b,0x000000fe13,54,2018-02-13 12:49:38.871754
m3-216,0x000000fe66,0x000000fd5e,55,2018-02-13 12:49:39.037932
m3-253,0x000000fe75,0x000000fd1d,54,2018-02-13 12:49:39.242477
m3-237,0x000000fe7b,0x000000fdea,53,2018-02-13 12:49:39.346457
m3-209,0x000000febe,0x000000fe1a,54,2018-02-13 12:49:40.335362
m3-241,0x000000ffb7,0x000000fee7,53,2018-02-13 12:49:44.083711
m3-225,0x000000ffd9,0x000000ffc5,54,2018-02-13 12:49:44.585238
m3-236,0x000000ffe7,0x000000ff8d,53,2018-02-13 12:49:44.785782
m3-220,0x0000010045,0x000001001a,55,2018-02-13 12:49:46.201881
m3-233,0x0000010099,0x000000ff8e,55,2018-02-13 12:49:47.462586
m3-228,0x00000100ca,0x00000100b1,55,2018-02-13 12:49:48.20612
m3-252,0x0000010145,0x0000010062,55,2018-02-13 12:49:50.041575
m3-252,0x0000010149,0x0000010062,55,2018-02-13 12:49:50.134873
m3-212,0x0000010170,0x000001016a,54,2018-02-13 12:49:50.686923
m3-245,0x0000010191,0x000001009f,55,2018-02-13 12:49:51.172261
m3-221,0x00000101cc,0x0000010149,55,2018-02-13 12:49:52.067465
m3-232,0x00000101df,0x00000100d2,53,2018-02-13 12:49:52.338658
m3-224,0x000001020c,0x00000101f4,54,2018-02-13 12:49:53.028865
m3-232,0x000001021b,0x00000100d2,53,2018-02-13 12:49:53.295332
m3-208,0x0000010249,0x0000010242,55,2018-02-13 12:49:53.945035
m3-213,0x0000010293,0x000001028a,54,2018-02-13 12:49:55.04566
m3-229,0x00000102af,0x0000010254,54,2018-02-13 12:49:55.468084
m3-240,0x00000102b7,0x00000101e8,54,2018-02-13 12:49:55.593617
m3-244,0x00000102d9,0x00000102cf,53,2018-02-13 12:49:56.084633
m3-237,0x00000102ee,0x00000102b1,54,2018-02-13 12:49:56.398365
m3-216,0x0000010305,0x00000101bd,56,2018-02-13 12:49:56.756549
m3-217,0x0000010356,0x0000010201,54,2018-02-13 12:49:57.973495
m3-209,0x0000010368,0x0000010323,55,2018-02-13 12:49:58.224205
m3-209,0x000001036b,0x0000010323,55,2018-02-13 12:49:58.3021
m3-253,0x000001037e,0x0000010107,55,2018-02-13 12:49:58.551772
m3-233,0x000001047c,0x000001041c,56,2018-02-13 12:50:02.369001
m3-225,0x0000010504,0x00000104fa,55,2018-02-13 12:50:04.421571
m3-212,0x000001054d,0x000001054b,55,2018-02-13 12:50:05.514783
m3-236,0x00000105a1,0x000001053a,54,2018-02-13 12:50:06.756802
m3-232,0x00000105af,0x0000010508,54,2018-02-13 12:50:06.966736
m3-241,0x00000105d3,0x0000010534,54,2018-02-13 12:50:07.497968
m3-252,0x00000105ef,0x000001051a,56,2018-02-13 12:50:07.934119
m3-245,0x00000105f3,0x00000104b2,56,2018-02-13 12:50:08.029022
m3-228,0x000001069a,0x000001066d,56,2018-02-13 12:50:10.487263
m3-224,0x00000106b6,0x0000010692,55,2018-02-13 12:50:10.926249
m3-217,0x0000010739,0x000001067c,55,2018-02-13 12:50:12.89725
m3-220,0x0000010744,0x000001066d,56,2018-02-13 12:50:13.041914
m3-244,0x0000010781,0x00000106dd,54,2018-02-13 12:50:13.960414
m3-237,0x0000010798,0x000001073a,55,2018-02-13 12:50:14.304854
m3-213,0x0000010804,0x00000107a5,55,2018-02-13 12:50:15.91365
m3-209,0x0000010812,0x000001079f,56,2018-02-13 12:50:16.145668
m3-221,0x0000010817,0x0000010709,56,2018-02-13 12:50:16.293899
m3-229,0x0000010820,0x000001074e,55,2018-02-13 12:50:16.362658
m3-240,0x0000010828,0x0000010726,55,2018-02-13 12:50:16.450292
m3-240,0x0000010844,0x0000010726,55,2018-02-13 12:50:16.879319
m3-208,0x0000010876,0x000001082b,56,2018-02-13 12:50:17.62475
m3-216,0x0000010881,0x00000107a0,57,2018-02-13 12:50:17.797467
m3-253,0x0000010890,0x00000106b5,56,2018-02-13 12:50:18.01803
m3-241,0x00000109b6,0x0000010949,55,2018-02-13 12:50:22.408738
m3-212,0x00000109f7,0x00000109f6,56,2018-02-13 12:50:23.396908
m3-225,0x0000010a75,0x0000010a66,56,2018-02-13 12:50:25.291398
m3-232,0x0000010b20,0x0000010a42,55,2018-02-13 12:50:27.849477
m3-220,0x0000010b27,0x0000010aae,57,2018-02-13 12:50:27.982489
m3-224,0x0000010b60,0x0000010b1b,56,2018-02-13 12:50:28.821228
m3-244,0x0000010b64,0x0000010ab6,55,2018-02-13 12:50:28.895377
m3-236,0x0000010b7b,0x0000010b32,55,2018-02-13 12:50:29.192759
m3-213,0x0000010be7,0x0000010bdb,56,2018-02-13 12:50:30.825646
m3-209,0x0000010bf5,0x0000010bea,57,2018-02-13 12:50:31.035706
m3-221,0x0000010bfa,0x0000010b00,57,2018-02-13 12:50:31.10703
m3-229,0x0000010c03,0x0000010b37,56,2018-02-13 12:50:31.230768
m3-240,0x0000010c19,0x0000010bd8,56,2018-02-13 12:50:31.575334
m3-252,0x0000010c27,0x0000010abb,57,2018-02-13 12:50:31.775505
m3-221,0x0000010c36,0x0000010b00,57,2018-02-13 12:50:32.058278
m3-237,0x0000010c4c,0x0000010bf5,56,2018-02-13 12:50:32.456102
m3-228,0x0000010c52,0x0000010c34,57,2018-02-13 12:50:32.532819
