node,destination,asn,iana_6top_cmd,requested_cell,experiment_id,time
m3-302,m3-306,0x0000003e18,1,1,1,2018-05-10 12:52:58.314984
m3-355,m3-346,0x0000003e18,1,1,1,2018-05-10 12:52:58.317243
m3-350,m3-355,0x0000003e18,1,1,1,2018-05-10 12:52:58.321515
m3-351,m3-358,0x0000003e18,1,3,1,2018-05-10 12:52:58.321622
m3-306,m3-318,0x0000003e18,1,1,1,2018-05-10 12:52:58.353562
m3-305,m3-306,0x0000003edf,1,1,1,2018-05-10 12:53:01.237418
m3-299,m3-309,0x0000003edf,1,1,1,2018-05-10 12:53:01.238185
m3-318,m3-335,0x0000003ee7,1,3,1,2018-05-10 12:53:01.363688
m3-339,m3-346,0x0000003fa6,1,1,1,2018-05-10 12:53:04.201083
m3-317,m3-325,0x0000003fac,1,1,1,2018-05-10 12:53:04.292028
m3-351,m3-358,0x0000003fb9,1,1,1,2018-05-10 12:53:04.50177
m3-306,m3-318,0x0000003fba,1,2,1,2018-05-10 12:53:04.513043
m3-350,m3-355,0x000000406d,1,1,1,2018-05-10 12:53:07.216937
m3-299,m3-309,0x000000406d,1,1,1,2018-05-10 12:53:07.241127
m3-346,m3-358,0x000000406d,1,1,1,2018-05-10 12:53:07.242706
m3-334,m3-335,0x000000406d,1,3,1,2018-05-10 12:53:07.254323
m3-335,m3-334,0x0000004080,1,3,1,2018-05-10 12:53:07.505253
m3-343,m3-338,0x0000004121,6,0,1,2018-05-10 12:53:09.877159
m3-310,m3-325,0x0000004134,1,1,1,2018-05-10 12:53:10.184219
m3-335,m3-334,0x0000004147,6,0,1,2018-05-10 12:53:10.454187
m3-318,m3-326,0x0000004195,6,0,1,2018-05-10 12:53:11.618301
m3-317,m3-325,0x00000041f0,6,0,1,2018-05-10 12:53:12.983415
m3-326,m3-346,0x000000420e,1,3,1,2018-05-10 12:53:13.474099
m3-335,m3-334,0x000000420e,6,0,1,2018-05-10 12:53:13.475965
m3-334,m3-335,0x00000042c2,6,0,1,2018-05-10 12:53:16.198188
m3-325,m3-318,0x00000042c2,1,1,1,2018-05-10 12:53:16.200241
m3-299,m3-309,0x00000042c2,1,1,1,2018-05-10 12:53:16.210902
m3-310,m3-325,0x00000042c2,1,1,1,2018-05-10 12:53:16.230637
m3-317,m3-318,0x00000042c2,1,2,1,2018-05-10 12:53:16.233317
m3-350,m3-355,0x00000042c2,1,1,1,2018-05-10 12:53:16.259982
m3-318,m3-335,0x00000042ca,1,3,1,2018-05-10 12:53:16.278424
m3-335,m3-334,0x00000042d5,1,3,1,2018-05-10 12:53:16.462695
m3-306,m3-318,0x00000042d6,6,0,1,2018-05-10 12:53:16.491122
m3-310,m3-325,0x0000004389,1,1,1,2018-05-10 12:53:19.150684
m3-298,m3-301,0x0000004389,1,1,1,2018-05-10 12:53:19.159009
m3-302,m3-306,0x0000004389,1,1,1,2018-05-10 12:53:19.160293
m3-334,m3-335,0x0000004389,6,0,1,2018-05-10 12:53:19.167308
m3-335,m3-334,0x000000439c,1,3,1,2018-05-10 12:53:19.456572
m3-326,m3-346,0x000000439c,1,3,1,2018-05-10 12:53:19.458265
m3-325,m3-318,0x0000004517,1,1,1,2018-05-10 12:53:25.113995
m3-350,m3-355,0x0000004517,1,1,1,2018-05-10 12:53:25.132542
m3-301,m3-305,0x0000004517,1,1,1,2018-05-10 12:53:25.133817
m3-302,m3-306,0x0000004517,1,1,1,2018-05-10 12:53:25.134227
m3-351,m3-358,0x000000452a,1,1,1,2018-05-10 12:53:25.392736
m3-334,m3-335,0x00000045de,6,0,1,2018-05-10 12:53:28.052258
m3-326,m3-346,0x00000045f1,1,3,1,2018-05-10 12:53:28.415527
m3-305,m3-306,0x00000045f2,1,1,1,2018-05-10 12:53:28.420635
m3-306,m3-318,0x00000045f2,6,0,1,2018-05-10 12:53:28.430656
m3-346,m3-358,0x0000004833,1,1,1,2018-05-10 12:53:36.996048
m3-343,m3-338,0x0000004895,6,0,1,2018-05-10 12:53:38.482995
m3-339,m3-346,0x00000048fa,1,1,1,2018-05-10 12:53:40.00132
m3-305,m3-306,0x000000490e,1,1,1,2018-05-10 12:53:40.290533
m3-306,m3-318,0x000000490e,6,0,1,2018-05-10 12:53:40.292827
m3-302,m3-306,0x00000049c1,1,1,1,2018-05-10 12:53:42.989565
m3-346,m3-358,0x00000049c1,1,1,1,2018-05-10 12:53:42.998594
m3-334,m3-335,0x00000049c1,1,3,1,2018-05-10 12:53:43.001771
m3-306,m3-318,0x00000049d5,6,0,1,2018-05-10 12:53:43.262502
m3-326,m3-335,0x0000004a33,6,0,1,2018-05-10 12:53:44.674329
m3-325,m3-318,0x0000004a88,1,1,1,2018-05-10 12:53:45.942883
m3-334,m3-335,0x0000004a90,1,1,1,2018-05-10 12:53:46.121517
m3-335,m3-334,0x0000004a90,1,3,1,2018-05-10 12:53:46.133755
m3-317,m3-318,0x0000004b4f,1,1,1,2018-05-10 12:53:48.929469
m3-334,m3-335,0x0000004b57,1,1,1,2018-05-10 12:53:49.048481
m3-306,m3-318,0x0000004b63,6,0,1,2018-05-10 12:53:49.265549
m3-350,m3-355,0x0000004c16,1,1,1,2018-05-10 12:53:51.931116
m3-339,m3-346,0x0000004c16,1,1,1,2018-05-10 12:53:51.944583
m3-310,m3-325,0x0000004c16,1,1,1,2018-05-10 12:53:51.946508
