node,destination,asn,iana_6top_cmd,requested_cell,time
m3-249,m3-232,0x0000009c27,1,2,2018-02-13 11:43:22.215766
m3-241,m3-236,0x0000009ce2,6,0,2018-02-13 11:43:24.978602
m3-236,m3-212,0x0000009cee,1,3,2018-02-13 11:43:25.171312
m3-229,m3-225,0x0000009cee,1,1,2018-02-13 11:43:25.176518
m3-252,m3-228,0x0000009db5,1,1,2018-02-13 11:43:28.214173
m3-249,m3-232,0x0000009db5,1,2,2018-02-13 11:43:28.214545
m3-225,m3-212,0x0000009db5,1,1,2018-02-13 11:43:28.215867
m3-228,m3-212,0x0000009dc6,1,1,2018-02-13 11:43:28.39975
m3-236,m3-212,0x0000009e7c,1,3,2018-02-13 11:43:31.1282
m3-212,m3-207,0x0000009e90,1,3,2018-02-13 11:43:31.421106
m3-233,m3-212,0x0000009f43,1,1,2018-02-13 11:43:34.119495
m3-252,m3-232,0x0000009f86,6,0,2018-02-13 11:43:35.151562
m3-228,m3-212,0x000000a01b,1,1,2018-02-13 11:43:37.342927
m3-237,m3-236,0x000000a0d1,1,1,2018-02-13 11:43:40.077111
m3-228,m3-212,0x000000a0e2,6,0,2018-02-13 11:43:40.336496
m3-212,m3-207,0x000000a0e5,1,3,2018-02-13 11:43:40.470858
m3-236,m3-212,0x000000a198,1,3,2018-02-13 11:43:43.08128
m3-233,m3-212,0x000000a198,1,1,2018-02-13 11:43:43.085748
m3-228,m3-212,0x000000a1a9,6,0,2018-02-13 11:43:43.314937
m3-225,m3-212,0x000000a25f,1,1,2018-02-13 11:43:46.03565
m3-237,m3-236,0x000000a25f,1,1,2018-02-13 11:43:46.046191
m3-216,m3-207,0x000000a2ea,6,0,2018-02-13 11:43:48.12337
m3-212,m3-207,0x000000a33a,1,3,2018-02-13 11:43:49.305943
m3-236,m3-212,0x000000a3ed,6,0,2018-02-13 11:43:52.027379
m3-241,m3-236,0x000000a468,6,0,2018-02-13 11:43:53.860327
m3-253,m3-245,0x000000a4b4,1,1,2018-02-13 11:43:54.982423
m3-253,m3-245,0x000000a57b,1,1,2018-02-13 11:43:57.959259
m3-236,m3-212,0x000000a642,6,0,2018-02-13 11:44:00.952578
m3-225,m3-212,0x000000a709,1,1,2018-02-13 11:44:03.923478
m3-233,m3-236,0x000000a756,6,0,2018-02-13 11:44:05.074708
m3-236,m3-212,0x000000a7d0,6,0,2018-02-13 11:44:06.914264
m3-237,m3-236,0x000000a7d0,1,1,2018-02-13 11:44:06.917347
m3-253,m3-245,0x000000a897,1,1,2018-02-13 11:44:09.875838
m3-228,m3-212,0x000000a8a8,6,0,2018-02-13 11:44:10.147966
m3-236,m3-212,0x000000a95e,6,0,2018-02-13 11:44:12.875403
m3-245,m3-240,0x000000a95e,1,1,2018-02-13 11:44:12.879309
m3-212,m3-207,0x000000a972,1,2,2018-02-13 11:44:13.166204
m3-233,m3-212,0x000000aa25,1,1,2018-02-13 11:44:15.87051
m3-236,m3-212,0x000000aa25,1,3,2018-02-13 11:44:15.872355
m3-216,m3-207,0x000000aa60,6,0,2018-02-13 11:44:16.733773
m3-236,m3-212,0x000000aaec,1,3,2018-02-13 11:44:18.843551
m3-240,m3-212,0x000000aaf5,1,1,2018-02-13 11:44:18.971797
m3-236,m3-225,0x000000abb3,1,3,2018-02-13 11:44:21.83942
m3-233,m3-212,0x000000abb3,1,1,2018-02-13 11:44:21.846592
m3-228,m3-212,0x000000abc4,6,0,2018-02-13 11:44:22.079465
m3-241,m3-236,0x000000abee,6,0,2018-02-13 11:44:22.694156
m3-249,m3-232,0x000000ac7a,1,2,2018-02-13 11:44:24.792771
m3-253,m3-249,0x000000ad13,6,0,2018-02-13 11:44:27.088944
m3-237,m3-236,0x000000ae08,1,1,2018-02-13 11:44:30.757509
m3-249,m3-232,0x000000aecf,1,1,2018-02-13 11:44:33.762398
m3-237,m3-236,0x000000aecf,1,1,2018-02-13 11:44:33.767171
m3-225,m3-212,0x000000aecf,1,3,2018-02-13 11:44:33.774146
m3-228,m3-212,0x000000aee0,6,0,2018-02-13 11:44:33.995662
m3-249,m3-232,0x000000b05d,1,1,2018-02-13 11:44:39.709585
m3-236,m3-225,0x000000b05d,1,3,2018-02-13 11:44:39.799579
m3-212,m3-207,0x000000b071,1,3,2018-02-13 11:44:40.075797
m3-216,m3-207,0x000000b1d7,6,0,2018-02-13 11:44:45.366561
m3-241,m3-236,0x000000b374,6,0,2018-02-13 11:44:51.55571
m3-249,m3-232,0x000000b379,1,1,2018-02-13 11:44:51.633267
m3-240,m3-212,0x000000b382,1,1,2018-02-13 11:44:51.763988
m3-249,m3-232,0x000000b440,1,1,2018-02-13 11:44:54.626288
m3-236,m3-225,0x000000b440,1,3,2018-02-13 11:44:54.713536
m3-228,m3-212,0x000000b518,6,0,2018-02-13 11:44:57.85968
m3-233,m3-212,0x000000b5ce,1,1,2018-02-13 11:45:00.604874
m3-248,m3-232,0x000000b695,1,1,2018-02-13 11:45:03.554357
m3-216,m3-207,0x000000b94d,6,0,2018-02-13 11:45:14.005434
m3-240,m3-212,0x000000b9ba,1,1,2018-02-13 11:45:15.618558
m3-240,m3-212,0x000000ba81,1,1,2018-02-13 11:45:18.607469
m3-241,m3-236,0x000000bafa,6,0,2018-02-13 11:45:20.411572
m3-233,m3-212,0x000000bb3f,1,1,2018-02-13 11:45:21.444546
m3-228,m3-212,0x000000bc17,6,0,2018-02-13 11:45:24.676833
m3-212,m3-207,0x000000bc1a,1,1,2018-02-13 11:45:24.722706
m3-236,m3-212,0x000000bc34,6,0,2018-02-13 11:45:25.116727
m3-228,m3-212,0x000000bcde,1,3,2018-02-13 11:45:27.671488
m3-249,m3-232,0x000000bd94,1,1,2018-02-13 11:45:30.423153
m3-233,m3-212,0x000000bd94,1,1,2018-02-13 11:45:30.427254
m3-236,m3-225,0x000000bd94,1,3,2018-02-13 11:45:30.497974
m3-228,m3-212,0x000000bda5,1,1,2018-02-13 11:45:30.648382
m3-233,m3-212,0x000000bf22,1,1,2018-02-13 11:45:36.372704
m3-249,m3-232,0x000000bfe9,1,1,2018-02-13 11:45:39.347774
m3-249,m3-232,0x000000c177,1,1,2018-02-13 11:45:45.294243
m3-236,m3-212,0x000000c3c6,6,0,2018-02-13 11:45:54.158379
m3-240,m3-212,0x000000c677,6,0,2018-02-13 11:46:04.498887
m3-240,m3-228,0x000000c6e8,1,3,2018-02-13 11:46:06.17263
m3-240,m3-228,0x000000ca04,1,1,2018-02-13 11:46:18.100521
m3-228,m3-212,0x000000ca15,1,2,2018-02-13 11:46:18.361365
m3-240,m3-228,0x000000cacb,1,1,2018-02-13 11:46:21.088443
m3-249,m3-232,0x000000cacb,1,1,2018-02-13 11:46:21.099115
m3-236,m3-212,0x000000cb58,6,0,2018-02-13 11:46:23.194808
m3-240,m3-228,0x000000cb92,1,1,2018-02-13 11:46:24.062972
m3-249,m3-232,0x000000cb92,1,1,2018-02-13 11:46:24.074023
m3-228,m3-212,0x000000cc6c,1,1,2018-02-13 11:46:27.338292
m3-236,m3-225,0x000000cde7,1,3,2018-02-13 11:46:33.017261
m3-249,m3-232,0x000000cde7,1,1,2018-02-13 11:46:33.019404
m3-233,m3-212,0x000000cf75,1,1,2018-02-13 11:46:38.993847
m3-249,m3-232,0x000000cf75,1,1,2018-02-13 11:46:38.995192
m3-225,m3-212,0x000000cf75,1,3,2018-02-13 11:46:38.995364
m3-225,m3-212,0x000000d103,1,1,2018-02-13 11:46:44.980822
m3-249,m3-232,0x000000d103,1,1,2018-02-13 11:46:44.981935
m3-233,m3-212,0x000000d103,1,1,2018-02-13 11:46:44.983398
m3-212,m3-207,0x000000d117,1,2,2018-02-13 11:46:45.237226
m3-236,m3-212,0x000000d2e9,6,0,2018-02-13 11:46:52.313438
m3-225,m3-212,0x000000d358,1,1,2018-02-13 11:46:53.940421
m3-212,m3-207,0x000000d436,1,3,2018-02-13 11:46:57.220511
m3-233,m3-236,0x000000d536,6,0,2018-02-13 11:47:01.035087
m3-225,m3-212,0x000000d990,1,1,2018-02-13 11:47:17.791366
m3-236,m3-212,0x000000da7b,6,0,2018-02-13 11:47:21.247482
m3-212,m3-207,0x000000da6e,1,1,2018-02-13 11:47:21.275826
m3-236,m3-212,0x000000e20d,6,0,2018-02-13 11:47:50.295186
m3-248,m3-212,0x000000e539,1,1,2018-02-13 11:48:02.467705
m3-248,m3-212,0x000000e78e,1,1,2018-02-13 11:48:11.42574
m3-248,m3-212,0x000000e91c,1,1,2018-02-13 11:48:17.365978
m3-248,m3-212,0x000000ec38,1,1,2018-02-13 11:48:29.305454
m3-248,m3-212,0x000000ef54,1,1,2018-02-13 11:48:41.241476
m3-248,m3-212,0x000000f0e2,1,1,2018-02-13 11:48:47.18989
m3-248,m3-212,0x000000f71a,1,1,2018-02-13 11:49:11.133208
m3-248,m3-212,0x000000f96f,1,1,2018-02-13 11:49:19.994367
m3-248,m3-212,0x000000fafd,1,1,2018-02-13 11:49:25.95463
m3-248,m3-212,0x000000fe19,1,1,2018-02-13 11:49:37.894696
m3-248,m3-212,0x0000010135,1,1,2018-02-13 11:49:49.805751
m3-249,m3-248,0x00000102c3,1,1,2018-02-13 11:49:55.776222
m3-248,m3-212,0x0000010396,1,2,2018-02-13 11:49:58.925996
m3-248,m3-212,0x00000105eb,1,2,2018-02-13 11:50:07.866361
m3-248,m3-212,0x00000106b2,1,2,2018-02-13 11:50:10.860618
m3-240,m3-212,0x00000108fb,1,3,2018-02-13 11:50:19.631628
m3-248,m3-212,0x00000109ce,1,2,2018-02-13 11:50:22.785148
m3-248,m3-232,0x0000010b4f,6,0,2018-02-13 11:50:28.578944
m3-212,m3-207,0x0000010c2e,1,3,2018-02-13 11:50:31.919024
m3-240,m3-228,0x000001107a,6,0,2018-02-13 11:50:48.37255
m3-228,m3-212,0x00000110d5,2,2,2018-02-13 11:50:49.735264
m3-212,m3-207,0x000001119f,2,2,2018-02-13 11:50:52.887264
m3-249,m3-232,0x00000113e9,1,1,2018-02-13 11:51:01.542922
m3-232,m3-212,0x000001156b,1,2,2018-02-13 11:51:07.331266
m3-249,m3-232,0x0000011577,1,1,2018-02-13 11:51:07.510382
m3-232,m3-212,0x0000011632,1,2,2018-02-13 11:51:10.321543
m3-249,m3-232,0x000001195a,1,1,2018-02-13 11:51:22.426267
m3-248,m3-232,0x0000011aa2,6,0,2018-02-13 11:51:27.334154
m3-249,m3-232,0x0000011baf,1,1,2018-02-13 11:51:31.385178
m3-248,m3-212,0x0000011baf,1,2,2018-02-13 11:51:31.386189
m3-248,m3-212,0x0000011c76,1,2,2018-02-13 11:51:34.344635
m3-232,m3-213,0x0000011d13,6,0,2018-02-13 11:51:36.696322
m3-249,m3-232,0x0000011d3d,1,1,2018-02-13 11:51:37.329982
m3-213,m3-207,0x0000011dfa,2,2,2018-02-13 11:51:40.161996
m3-213,m3-207,0x0000011ebf,1,1,2018-02-13 11:51:43.147695
m3-248,m3-212,0x0000011ecb,1,2,2018-02-13 11:51:43.290899
m3-213,m3-207,0x0000011f86,1,1,2018-02-13 11:51:46.124131
m3-249,m3-232,0x0000011f92,1,1,2018-02-13 11:51:46.263016
m3-249,m3-232,0x0000012120,1,1,2018-02-13 11:51:52.244057
m3-248,m3-212,0x0000012120,1,2,2018-02-13 11:51:52.269129
m3-213,m3-207,0x0000012369,1,1,2018-02-13 11:52:01.009783
m3-249,m3-232,0x0000012375,1,1,2018-02-13 11:52:01.177866
m3-213,m3-207,0x0000012430,6,0,2018-02-13 11:52:03.997068
m3-213,m3-207,0x00000124f7,1,2,2018-02-13 11:52:06.95885
m3-249,m3-232,0x00000125ca,1,1,2018-02-13 11:52:10.126172
m3-249,m3-232,0x0000012cc9,1,1,2018-02-13 11:52:36.965541
m3-233,m3-225,0x0000012f29,1,1,2018-02-13 11:52:46.09915
m3-225,m3-212,0x0000012fd9,1,1,2018-02-13 11:52:48.713814
m3-220,m3-207,0x0000012fd9,1,1,2018-02-13 11:52:48.714921
m3-249,m3-232,0x0000012fe5,1,1,2018-02-13 11:52:48.894687
m3-212,m3-207,0x00000130b7,1,1,2018-02-13 11:52:52.186422
m3-233,m3-212,0x00000130f6,6,0,2018-02-13 11:52:52.986728
m3-249,m3-232,0x0000013301,1,1,2018-02-13 11:53:00.810634
m3-212,m3-207,0x000001330c,1,1,2018-02-13 11:53:01.220722
m3-220,m3-236,0x0000013529,6,0,2018-02-13 11:53:09.093807
m3-249,m3-232,0x0000013556,1,1,2018-02-13 11:53:09.761215
m3-236,m3-225,0x0000013612,2,2,2018-02-13 11:53:12.600647
m3-225,m3-212,0x000001379f,2,2,2018-02-13 11:53:18.525858
m3-248,m3-236,0x00000137ab,1,2,2018-02-13 11:53:18.703299
m3-225,m3-212,0x0000013866,1,1,2018-02-13 11:53:21.515667
m3-249,m3-232,0x0000013872,1,1,2018-02-13 11:53:21.689857
m3-233,m3-212,0x000001389b,6,0,2018-02-13 11:53:22.303586
m3-248,m3-236,0x0000013939,1,2,2018-02-13 11:53:24.667527
m3-248,m3-236,0x0000013a00,1,2,2018-02-13 11:53:27.651242
m3-236,m3-225,0x0000013abb,1,2,2018-02-13 11:53:30.453855
m3-249,m3-232,0x0000013ac7,1,1,2018-02-13 11:53:30.632837
m3-225,m3-212,0x0000013b82,1,2,2018-02-13 11:53:33.4342
m3-248,m3-236,0x0000013c55,1,2,2018-02-13 11:53:36.599531
m3-212,m3-207,0x0000013c60,1,2,2018-02-13 11:53:36.820764
m3-249,m3-232,0x0000013de3,1,1,2018-02-13 11:53:42.557485
m3-248,m3-236,0x0000013de3,6,0,2018-02-13 11:53:42.566443
m3-249,m3-232,0x0000014038,1,1,2018-02-13 11:53:51.509891
m3-248,m3-236,0x0000014038,1,2,2018-02-13 11:53:51.51423
m3-233,m3-212,0x0000014040,6,0,2018-02-13 11:53:51.632712
m3-249,m3-232,0x00000141c6,6,0,2018-02-13 11:53:57.466317
m3-249,m3-232,0x00000144e2,6,0,2018-02-13 11:54:09.39703
m3-233,m3-212,0x00000147e6,6,0,2018-02-13 11:54:20.96868
m3-249,m3-232,0x0000014be1,6,0,2018-02-13 11:54:36.230387
m3-249,m3-232,0x0000014d6f,1,1,2018-02-13 11:54:42.194047
m3-249,m3-232,0x0000014e36,1,1,2018-02-13 11:54:45.177749
m3-233,m3-212,0x0000014f8b,6,0,2018-02-13 11:54:50.290465
m3-249,m3-232,0x0000014fc4,1,1,2018-02-13 11:54:51.142985
m3-240,m3-208,0x0000014fca,1,3,2018-02-13 11:54:51.258718
m3-240,m3-208,0x0000015158,1,3,2018-02-13 11:54:57.194403
m3-249,m3-232,0x0000015219,1,1,2018-02-13 11:55:00.085262
m3-240,m3-208,0x00000153ad,1,3,2018-02-13 11:55:06.172661
m3-249,m3-232,0x000001546e,1,1,2018-02-13 11:55:09.033629
m3-249,m3-232,0x00000155fc,1,1,2018-02-13 11:55:14.994164
m3-240,m3-208,0x00000156c9,1,3,2018-02-13 11:55:18.079673
m3-233,m3-212,0x0000015730,6,0,2018-02-13 11:55:19.610174
m3-245,m3-236,0x0000015e7d,1,2,2018-02-13 11:55:47.612248
m3-233,m3-212,0x0000015ed6,6,0,2018-02-13 11:55:48.947143
m3-236,m3-225,0x000001600b,1,2,2018-02-13 11:55:53.660102
m3-225,m3-212,0x0000016260,1,2,2018-02-13 11:56:02.53174
m3-212,m3-207,0x000001633e,1,2,2018-02-13 11:56:06.039918
m3-245,m3-240,0x00000164f3,6,0,2018-02-13 11:56:12.397493
m3-233,m3-212,0x000001667b,6,0,2018-02-13 11:56:18.269168
m3-240,m3-212,0x000001694a,6,0,2018-02-13 11:56:29.05825
m3-245,m3-240,0x0000016c6a,6,0,2018-02-13 11:56:41.028572
m3-240,m3-228,0x0000016d54,1,3,2018-02-13 11:56:44.590698
m3-240,m3-228,0x0000016e1b,1,3,2018-02-13 11:56:47.533346
m3-228,m3-212,0x0000016e1c,1,3,2018-02-13 11:56:47.539686
m3-212,m3-207,0x0000016ee6,1,2,2018-02-13 11:56:50.563482
m3-253,m3-244,0x000001705e,1,1,2018-02-13 11:56:56.227011
m3-253,m3-245,0x00000171df,6,0,2018-02-13 11:57:01.95355
m3-244,m3-228,0x00000171fd,1,1,2018-02-13 11:57:02.431397
m3-228,m3-212,0x000001738d,1,1,2018-02-13 11:57:08.409165
m3-245,m3-240,0x00000173e0,6,0,2018-02-13 11:57:09.648486
m3-228,m3-212,0x000001751b,1,1,2018-02-13 11:57:14.364788
m3-228,m3-212,0x00000175e2,1,1,2018-02-13 11:57:17.349087
m3-249,m3-248,0x0000017699,6,0,2018-02-13 11:57:20.089597
m3-249,m3-244,0x000001775d,1,1,2018-02-13 11:57:23.03008
m3-212,m3-207,0x0000017773,1,1,2018-02-13 11:57:23.358759
m3-240,m3-212,0x0000017818,6,0,2018-02-13 11:57:25.831246
m3-244,m3-228,0x00000178fc,1,1,2018-02-13 11:57:29.250323
m3-244,m3-228,0x00000179c3,1,1,2018-02-13 11:57:32.262545
m3-212,m3-207,0x00000179c8,1,1,2018-02-13 11:57:32.604946
m3-212,m3-207,0x0000017a8f,6,0,2018-02-13 11:57:35.285841
m3-212,m3-207,0x0000017c1a,1,3,2018-02-13 11:57:41.213159
m3-228,m3-212,0x0000017c1a,1,1,2018-02-13 11:57:41.222397
m3-212,m3-207,0x0000017ce1,1,3,2018-02-13 11:57:44.191395
m3-212,m3-207,0x0000017f36,1,3,2018-02-13 11:57:53.202368
m3-240,m3-212,0x0000017f7e,6,0,2018-02-13 11:57:54.223819
m3-212,m3-207,0x000001818b,1,3,2018-02-13 11:58:02.078855
m3-240,m3-228,0x000001823f,1,1,2018-02-13 11:58:04.782233
m3-212,m3-207,0x0000018252,1,3,2018-02-13 11:58:05.257904
m3-212,m3-207,0x00000183e0,1,3,2018-02-13 11:58:11.021295
m3-240,m3-228,0x000001855b,1,1,2018-02-13 11:58:16.696367
m3-228,m3-212,0x000001856e,1,1,2018-02-13 11:58:16.978985
m3-240,m3-228,0x00000186e9,1,1,2018-02-13 11:58:22.669264
m3-240,m3-228,0x000001893e,1,1,2018-02-13 11:58:31.624293
m3-212,m3-207,0x0000018951,1,3,2018-02-13 11:58:31.894151
m3-240,m3-228,0x0000018c5a,6,0,2018-02-13 11:58:43.543736
m3-240,m3-228,0x0000018de8,1,1,2018-02-13 11:58:49.4939
m3-212,m3-207,0x0000018ec2,1,3,2018-02-13 11:58:52.766263
m3-212,m3-207,0x0000019117,1,3,2018-02-13 11:59:01.711922
m3-212,m3-207,0x000001936c,1,3,2018-02-13 11:59:10.65669
m3-212,m3-207,0x0000019a6b,1,3,2018-02-13 11:59:37.491905
m3-228,m3-212,0x000001ab86,2,2,2018-02-13 12:00:43.105666
m3-228,m3-212,0x000001ad13,1,1,2018-02-13 12:00:49.04326
m3-212,m3-207,0x000001ad14,2,2,2018-02-13 12:00:49.144155
m3-212,m3-207,0x000001aea2,2,2,2018-02-13 12:00:55.031949
m3-228,m3-212,0x000001af68,1,1,2018-02-13 12:00:58.001462
m3-233,m3-232,0x000002059e,1,1,2018-02-13 12:06:28.693594
m3-233,m3-225,0x000002070b,6,0,2018-02-13 12:06:34.14785
m3-233,m3-225,0x0000020eb0,6,0,2018-02-13 12:07:03.477903
m3-244,m3-228,0x000003a3ed,6,0,2018-02-13 12:32:57.900752
m3-228,m3-212,0x000003a4cc,2,2,2018-02-13 12:33:01.240777
m3-212,m3-207,0x000003a593,2,2,2018-02-13 12:33:04.222237
m3-244,m3-212,0x000003a646,1,3,2018-02-13 12:33:06.916063
m3-244,m3-212,0x000003a7d4,1,3,2018-02-13 12:33:12.869094
m3-212,m3-207,0x000003a975,1,3,2018-02-13 12:33:19.157376
m3-240,m3-208,0x000008685f,1,1,2018-02-13 13:50:59.304686
m3-240,m3-208,0x00000869ed,1,1,2018-02-13 13:51:05.270465
m3-240,m3-208,0x0000086c42,1,1,2018-02-13 13:51:14.211596
m3-240,m3-208,0x0000086e97,1,1,2018-02-13 13:51:23.159154
m3-240,m3-208,0x00000870ec,1,1,2018-02-13 13:51:32.113329
m3-240,m3-208,0x0000087341,1,1,2018-02-13 13:51:41.046582
m3-240,m3-208,0x00000874cf,1,1,2018-02-13 13:51:47.020513
m3-240,m3-208,0x0000087724,1,1,2018-02-13 13:51:55.955523
m3-240,m3-208,0x0000088206,1,1,2018-02-13 13:52:37.714517
m3-240,m3-208,0x0000088394,1,1,2018-02-13 13:52:43.662588
m3-240,m3-208,0x0000088522,1,1,2018-02-13 13:52:49.635513
m3-240,m3-208,0x000008883e,1,1,2018-02-13 13:53:01.573005
m3-240,m3-208,0x00000889cc,1,1,2018-02-13 13:53:07.524973
m3-240,m3-208,0x00000890cb,1,1,2018-02-13 13:53:34.350508
m3-240,m3-208,0x00000897ca,1,1,2018-02-13 13:54:01.202869
m3-240,m3-208,0x0000089958,1,1,2018-02-13 13:54:07.150674
m3-208,m3-207,0x0000089bad,1,1,2018-02-13 13:54:16.129229
m3-240,m3-228,0x0000089c2f,6,0,2018-02-13 13:54:18.047465
m3-240,m3-228,0x000008a43a,1,1,2018-02-13 13:54:48.918306
m3-240,m3-208,0x000008aafd,6,0,2018-02-13 13:55:14.835256
m3-240,m3-208,0x000008b263,6,0,2018-02-13 13:55:43.217329
m3-240,m3-208,0x000008b9ca,6,0,2018-02-13 13:56:11.605666
m3-240,m3-208,0x000008c131,6,0,2018-02-13 13:56:39.983808
m3-240,m3-208,0x000008c897,6,0,2018-02-13 13:57:08.38026
m3-240,m3-208,0x000008cffe,6,0,2018-02-13 13:57:36.770695
m3-248,m3-212,0x0000094f3e,1,1,2018-02-13 14:05:44.872638
m3-248,m3-212,0x0000095193,1,1,2018-02-13 14:05:53.843352
m3-248,m3-212,0x0000095321,1,1,2018-02-13 14:05:59.788654
m3-248,m3-212,0x0000095a20,1,1,2018-02-13 14:06:26.636513
m3-248,m3-212,0x0000095ae7,1,1,2018-02-13 14:06:29.605663
m3-248,m3-212,0x0000095c75,1,1,2018-02-13 14:06:35.587297
m3-248,m3-212,0x00000968e5,1,1,2018-02-13 14:07:23.27929
m3-248,m3-212,0x0000096a73,1,1,2018-02-13 14:07:29.254104
m3-248,m3-236,0x0000096c65,6,0,2018-02-13 14:07:36.703426
m3-248,m3-212,0x0000096d8f,1,1,2018-02-13 14:07:41.180292
m3-236,m3-225,0x0000096d90,2,2,2018-02-13 14:07:41.187984
m3-225,m3-212,0x0000096e57,2,2,2018-02-13 14:07:44.176775
m3-236,m3-225,0x0000096e56,1,1,2018-02-13 14:07:44.183753
m3-225,m3-212,0x0000096fe4,2,2,2018-02-13 14:07:50.116416
m3-248,m3-212,0x00000970ab,1,1,2018-02-13 14:07:53.098181
m3-236,m3-225,0x00000970ab,1,1,2018-02-13 14:07:53.108728
m3-212,m3-207,0x00000970c0,2,2,2018-02-13 14:07:53.404006
m3-248,m3-212,0x0000097239,1,1,2018-02-13 14:07:59.064855
m3-248,m3-212,0x00000973c7,1,1,2018-02-13 14:08:05.024438
m3-248,m3-212,0x0000097555,1,1,2018-02-13 14:08:10.99693
m3-212,m3-207,0x000009756a,2,2,2018-02-13 14:08:11.301253
m3-212,m3-207,0x000009762f,1,1,2018-02-13 14:08:14.243584
m3-236,m3-225,0x00000976e3,1,1,2018-02-13 14:08:16.947363
m3-248,m3-212,0x0000097ac6,1,1,2018-02-13 14:08:31.862158
m3-236,m3-225,0x0000097b8d,1,1,2018-02-13 14:08:34.842567
m3-236,m3-225,0x0000097c54,1,1,2018-02-13 14:08:37.81952
m3-248,m3-212,0x0000097d1b,1,1,2018-02-13 14:08:40.820355
m3-225,m3-212,0x0000097de2,1,1,2018-02-13 14:08:43.791942
m3-248,m3-212,0x0000097ea9,1,1,2018-02-13 14:08:46.781315
m3-212,m3-207,0x0000097ebc,1,1,2018-02-13 14:08:47.057203
m3-248,m3-212,0x00000980fe,1,1,2018-02-13 14:08:55.718756
m3-212,m3-207,0x0000098366,1,1,2018-02-13 14:09:04.942671
m3-248,m3-220,0x0000098be5,1,1,2018-02-13 14:09:37.533686
m3-248,m3-220,0x0000098d73,1,1,2018-02-13 14:09:43.494358
m3-248,m3-220,0x0000098fc8,1,1,2018-02-13 14:09:52.433716
m3-248,m3-220,0x000009921d,1,1,2018-02-13 14:10:01.404627
m3-248,m3-212,0x00000992b3,6,0,2018-02-13 14:10:03.697416
m3-248,m3-220,0x0000099472,1,1,2018-02-13 14:10:10.354063
m3-248,m3-220,0x0000099600,1,1,2018-02-13 14:10:16.318717
m3-248,m3-220,0x0000099855,1,1,2018-02-13 14:10:25.250485
m3-245,m3-244,0x000009a7dc,1,1,2018-02-13 14:11:24.804193
m3-245,m3-244,0x000009aaf8,1,1,2018-02-13 14:11:36.762868
m3-244,m3-212,0x000009abbf,1,1,2018-02-13 14:11:39.735848
m3-245,m3-236,0x000009ac34,6,0,2018-02-13 14:11:41.46511
m3-236,m3-225,0x000009ad4f,2,2,2018-02-13 14:11:45.71042
m3-236,m3-225,0x000009aedb,1,1,2018-02-13 14:11:51.646901
m3-225,m3-212,0x000009aedc,2,2,2018-02-13 14:11:51.659781
m3-237,m3-228,0x000009b069,1,1,2018-02-13 14:11:57.628036
m3-225,m3-212,0x000009b06a,2,2,2018-02-13 14:11:57.642333
m3-228,m3-212,0x000009b143,1,1,2018-02-13 14:12:00.873137
m3-236,m3-225,0x000009b1f7,1,1,2018-02-13 14:12:03.603975
m3-244,m3-212,0x000009b385,1,1,2018-02-13 14:12:09.533271
m3-244,m3-212,0x000009b44c,1,1,2018-02-13 14:12:12.508433
m3-212,m3-207,0x000009b526,1,1,2018-02-13 14:12:15.802011
m3-237,m3-236,0x000009b80d,6,0,2018-02-13 14:12:26.924944
m3-236,m3-225,0x000009b8f9,2,2,2018-02-13 14:12:30.471478
m3-236,m3-225,0x000009b9bd,1,1,2018-02-13 14:12:33.458108
m3-225,m3-212,0x000009b9be,2,2,2018-02-13 14:12:33.459988
m3-225,m3-212,0x000009bb4c,2,2,2018-02-13 14:12:39.367304
m3-248,m3-244,0x000009bc12,1,1,2018-02-13 14:12:42.326306
m3-236,m3-225,0x000009bcd9,1,1,2018-02-13 14:12:45.32558
m3-244,m3-212,0x000009bcd9,1,1,2018-02-13 14:12:45.336985
m3-225,m3-212,0x000009be68,2,2,2018-02-13 14:12:51.294614
m3-236,m3-225,0x000009bff5,1,1,2018-02-13 14:12:57.238375
m3-244,m3-212,0x000009c183,1,1,2018-02-13 14:13:03.223882
m3-225,m3-212,0x000009c184,2,2,2018-02-13 14:13:03.237716
m3-212,m3-207,0x000009c25d,1,1,2018-02-13 14:13:06.471267
m3-225,m3-212,0x000009c3d9,2,2,2018-02-13 14:13:12.171473
m3-212,m3-207,0x000009c4b3,2,2,2018-02-13 14:13:15.434947
m3-236,m3-225,0x000009c566,1,1,2018-02-13 14:13:18.116372
m3-212,m3-207,0x000009c579,1,1,2018-02-13 14:13:18.574431
m3-236,m3-225,0x000009ca10,1,1,2018-02-13 14:13:36.005328
m3-225,m3-212,0x000009cad7,1,1,2018-02-13 14:13:38.978556
m3-212,m3-207,0x000009cbb1,1,1,2018-02-13 14:13:42.244862
m3-244,m3-220,0x00000b6164,1,3,2018-02-13 14:39:38.42576
m3-244,m3-220,0x00000b62f2,1,3,2018-02-13 14:39:44.398012
m3-244,m3-220,0x00000b6547,1,3,2018-02-13 14:39:53.337611
m3-244,m3-220,0x00000b69f1,1,3,2018-02-13 14:40:11.229024
m3-244,m3-220,0x00000b7029,1,3,2018-02-13 14:40:35.083803
m3-244,m3-220,0x00000b71b7,1,3,2018-02-13 14:40:41.044271
m3-244,m3-220,0x00000b740c,1,3,2018-02-13 14:40:49.98886
m3-244,m3-212,0x00000b7643,6,0,2018-02-13 14:40:58.482594
